#Organism/Name	taxid	BioProject Accession	BioProject ID	Group	SubGroup	Size (Mb)	GC%	Assembly Accession	Replicons	WGS	Scaffolds	Genes	Proteins	Release Date	Modify Date	Status	Center	BioSample Accession
Saccharomyces cerevisiae W303	580240	PRJNA277741	277741	Fungi	Ascomycetes	13.4896	38.5	GCA_001305865.1	-	LIUU01	109	-	-	2015/10/02	2015/10/02	Contig	Cold Spring Harbor Laboratory	SAMN03396203
Saccharomyces cerevisiae	4932	PRJNA396809	396809	Fungi	Ascomycetes	11.7101	38.1582	GCA_003273405.1	chromosome I:CM016024.1; chromosome II:CM016025.1; chromosome III:CM016026.1; chromosome IV:CM016027.1; chromosome V:CM016028.1; chromosome VI:CM016029.1; chromosome VII:CM016030.1; chromosome VIII:CM016031.1; chromosome IX:CM016032.1; chromosome X:CM016033.1; chromosome XI:CM016034.1; chromosome XII:CM016035.1; chromosome XIII:CM016036.1; chromosome XIV:CM016037.1; chromosome XV:CM016038.1; chromosome XVI:CM016039.1	NPQU01	67	-	-	2018/06/28	2019/04/15	Chromosome	Institute Of Microbiology Chinese Academy of Sciences	SAMN07437021
Adineta steineri	433720	PRJEB43239	705346	Animals	Other Animals	160.347	29.1	GCA_905250035.1	-	CAJNOE01	7597	46073	45930	2021/03/05	2021/03/05	Scaffold	IMPERIAL COLLEGE LONDON	SAMEA8117358
Globisporangium abappressorium	190219	PRJNA601986	601986	Protists	Other Protists	48.8903	53.3	GCA_023334355.1	-	JAASGV01	6460	-	-	2022/05/11	2022/05/11	Contig	Agriculture and Agri-Food Canada	SAMN13878532
Hortaea werneckii	91943	PRJNA428320	428320	Fungi	Ascomycetes	49.7029	53	GCA_024762005.1	-	JAHCTY01	11508	22338	22338	2022/08/29	2022/08/29	Contig	Biotechnical Faculty, University of Ljubljana	SAMN18753925
Claviceps perihumidiphila	2670775	PRJNA449361	449361	Fungi	Ascomycetes	30.6916	51.5	GCA_004016475.1	-	QEQX01	1420	-	-	2019/01/14	2021/07/13	Contig	Agriculture and Agri-Food Canada	SAMN08800226
Macaca mulatta	9544	PRJNA514196	514196	Animals	Mammals	3037.16	41.0424	GCA_008058575.1	chromosome 1:CM017738.1; chromosome 2:CM017739.1; chromosome 3:CM017740.1; chromosome 4:CM017741.1; chromosome 5:CM017742.1; chromosome 6:CM017743.1; chromosome 7:CM017744.1; chromosome 8:CM017745.1; chromosome 9:CM017746.1; chromosome 10:CM017747.1; chromosome 11:CM017748.1; chromosome 12:CM017749.1; chromosome 13:CM017750.1; chromosome 14:CM017751.1; chromosome 15:CM017752.1; chromosome 16:CM017753.1; chromosome 17:CM017754.1; chromosome 18:CM017755.1; chromosome 19:CM017756.1; chromosome 20:CM017757.1; chromosome X:CM017758.1; chromosome Y:CM017759.1	VSDM01	1881	-	-	2019/08/21	2019/08/22	Chromosome	Kunming Institute of Zoology, Chinese Academy of Sciences	SAMN10721089
Saccharomyces mikatae IFO 1815	226126	PRJNA374	374	Fungi	Ascomycetes	11.4703	38	GCA_000166975.1	-	AABZ01	1648	-	-	2003/03/28	2014/08/06	Contig	Broad Institute	SAMN02953585
Heliconius pachinus	33428	PRJEB8011	288364	Animals	Insects	279.265	35.4	GCA_900068735.1	-	FASS01	277083	-	-	2015/11/29	2015/11/29	Scaffold	University of Cambridge, UK	SAMEA3670565
Botryosphaeria dothidea	55169	PRJNA777748	777748	Fungi	Ascomycetes	47.1033	53.3	GCA_023088395.1	-	JAJNKN01	2858	-	-	2022/04/21	2022/04/21	Scaffold	Shandong Agricultural University	SAMN22899293
Monascus ruber	89489	PRJNA852164	852164	Fungi	Ascomycetes	25.0462	48.8	GCA_027569325.1	-	JAPDEW01	300	-	-	2023/01/04	2023/01/04	Contig	Northwestern University	SAMN31355055
Lepiota venenata	2136145	PRJNA493910	493910	Fungi	Basidiomycetes	49.2474	49	GCA_004296355.1	-	RCFS01	88	-	-	2019/02/25	2019/02/25	Contig	Kunming Institute of Botany	SAMN10145369
Aspergillus fumigatus	746128	PRJNA697844	697844	Fungi	Ascomycetes	28.7886	49.5	GCA_020502325.1	-	JAIBWK01	1000	9626	9452	2021/10/14	2021/10/14	Contig	Leibniz-HKI	SAMN17673976
Isoodon obesulus affinis	120742	PRJEB39788	690434	Animals	Mammals	1.72658	44.5	GCA_904811795.1	-	CAJGMY01	1992	-	-	2021/01/25	2021/01/25	Contig	AUSTRALIAN NATIONAL UNIVERSITY	SAMEA7321123
Homo sapiens	9606	PRJEB6763	374443	Animals	Mammals	1.86806	45.6	GCA_900009675.2	-	CZUJ02	1	-	-	2017/02/12	2017/02/12	Scaffold	STANFORD UNIVERSITY	SAMEA2660289
Dryas iulia iulia	2576678	PRJNA606954	606954	Animals	Insects	784.555	33.4	GCA_018247695.1	-	DWGQ01	384690	-	-	2021/05/03	2022/02/17	Contig	Florida Museum of Natural History	SAMN11398310
Jalmenus evagoras	13577	PRJNA606954	606954	Animals	Insects	345.824	34.2	GCA_018252415.1	-	DWQD01	358970	-	-	2021/05/03	2022/02/17	Contig	Florida Museum of Natural History	SAMN08456344
Aspergillus texensis	2495910	PRJNA639008	639008	Fungi	Ascomycetes	38.95	47.3	GCA_024668715.1	-	JANAXO01	670	-	-	2022/08/15	2022/08/15	Scaffold	University of Wisconsin Madison	SAMN15220958
Hippocampus zosterae	109293	PRJNA851781	851781	Animals	Fishes	544.521	44.7402	GCA_025434085.3	chromosome 1:CM046402.1; chromosome 2:CM046403.1; chromosome 3:CM046404.1; chromosome 4:CM046405.1; chromosome 5:CM046406.1; chromosome 6:CM046407.1; chromosome 7:CM046408.1; chromosome 8:CM046409.1; chromosome 9:CM046410.1; chromosome 10:CM046411.1; chromosome 11:CM046412.1; chromosome 12:CM046413.1; chromosome 13:CM046414.1; chromosome 14:CM046415.1; chromosome 15:CM046416.1; chromosome 16:CM046417.1; chromosome 17:CM046418.1; chromosome 18:CM046419.1; chromosome 19:CM046420.1; chromosome 20:CM046421.1; chromosome 21:CM046422.1; mitochondrion:NC_065494.1/	JANTIC01	213	37	13	2022/09/27	2022/09/29	Chromosome	University of Idaho at Moscow	SAMN30156018
Oppiella nova	334625	PRJEB39968	658676	Animals	Other Animals	196.725	30.4	GCA_905397405.1	-	CAJPVJ01	63118	23686	23724	2021/09/27	2021/09/27	Scaffold	University of Lausanne	SAMEA7198734
Fusarium cortaderiae	281068	PRJNA542165	542165	Fungi	Ascomycetes	37.3361	48	GCA_009617495.1	-	VSSW01	573	-	-	2019/11/06	2019/11/06	Scaffold	University of Sao Paulo	SAMN11613499
Saccharomyces uvarum	230603	PRJNA522928	522928	Fungi	Ascomycetes	11.8174	40	GCA_013180195.1	-	DUXP01	1109	-	-	2020/05/28	2020/05/28	Scaffold	University of Wisconsin-Madison	SAMN02427237
Pinctada fucata	50426	PRJDB14800	902566	Animals	Other Animals	920.593	35.4633	GCA_028253585.1	chromosome 1:AP027116.1; chromosome 2:AP027117.1; chromosome 3:AP027118.1; chromosome 4:AP027119.1; chromosome 5:AP027120.1; chromosome 6:AP027121.1; chromosome 7:AP027122.1; chromosome 8:AP027123.1; chromosome 9:AP027124.1; chromosome 10:AP027125.1; chromosome 11:AP027126.1; chromosome 12:AP027127.1; chromosome 13:AP027128.1; chromosome 14:AP027129.1	-	14	-	-	2022/12/16	2022/12/16	Chromosome	Marine Genomics Unit, Okinawa Institute of Science and Technology	SAMD00443518
Rhodotorula mucilaginosa	5537	PRJNA833221	833221	Fungi	Basidiomycetes	20.2341	60.2	GCA_025502925.1	-	JAMFQW01	145	-	-	2022/09/30	2022/09/30	Scaffold	Dalian Medical University	SAMN27964145
Ophidiomyces ophidiicola	1387563	PRJNA858125	858125	Fungi	Ascomycetes	21.5486	47.6402	GCA_022830485.1	mitochondrion MT:CM040684.1	JALBAG01	438	6898	6788	2022/04/06	2022/04/07	Scaffold	NCBI	SAMN23192510
Inonotus obliquus	167356	PRJNA642370	642370	Fungi	Basidiomycetes	34.8773	47.2	GCA_024703775.1	-	JACBXI01	21281	-	-	2022/08/16	2022/08/16	Scaffold	School of Bioscience and Technology	SAMN15394510
Brassica napus	3708	PRJNA844685	844685	Plants	Land Plants	1001.89	37.1254	GCA_020379485.1	chromosome A1:NC_063434.1/CM035446.1; chromosome A2:NC_063435.1/CM035447.1; chromosome A3:NC_063436.1/CM035448.1; chromosome A4:NC_063437.1/CM035449.1; chromosome A5:NC_063438.1/CM035450.1; chromosome A6:NC_063439.1/CM035451.1; chromosome A7:NC_063440.1/CM035452.1; chromosome A8:NC_063441.1/CM035453.1; chromosome A9:NC_063442.1/CM035454.1; chromosome A10:NC_063443.1/CM035455.1; chromosome C1:NC_063444.1/CM035456.1; chromosome C2:NC_063445.1/CM035457.1; chromosome C3:NC_063446.1/CM035458.1; chromosome C4:NC_063447.1/CM035459.1; chromosome C5:NC_063448.1/CM035460.1; chromosome C6:NC_063449.1/CM035461.1; chromosome C7:NC_063450.1/CM035462.1; chromosome C8:NC_063451.1/CM035463.1; chromosome C9:NC_063452.1/CM035464.1; plasmid linear plasmid:NC_004946.1/; mitochondrion MT:NC_008285.1/; chloroplast Pltd:NC_016734.1/	JAGKQM01	3167	123215	120351	2021/10/06	2021/10/08	Chromosome	NCBI	SAMN14670173
Termitomyces sp. T27	2811477	PRJNA417766	417766	Fungi	Basidiomycetes	84.6767	46.4	GCA_017657375.1	-	JAGGAW01	42955	-	-	2021/04/02	2021/04/02	Scaffold	Wageningen University and Research	SAMN17839918
Melierax poliopterus	518698	PRJNA771868	771868	Animals	Birds	1216.09	39.7	GCA_027475505.1	-	JANZMC01	8398	-	-	2022/12/28	2022/12/28	Scaffold	Iridian Genomes	SAMN22346330
Ascosphaera pollenicola	51576	PRJNA725050	725050	Fungi	Ascomycetes	19.988	35.8	GCA_024244615.1	-	JAGYIB01	5538	-	-	2022/07/13	2022/07/13	Scaffold	University of California, Riverside	SAMN18868587
Fusarium oxysporum	5507	PRJNA587975	587975	Fungi	Ascomycetes	50.651	47.5	GCA_014324805.1	-	WXUW01	1176	-	-	2020/08/28	2020/08/28	Scaffold	Boosting Plant-Endophyte Stability, Compatibility and Performance across scales (BestPass)	SAMN13221271
Wickerhamomyces anomalus NRRL Y-366-8	683960	PRJNA60493	60493	Fungi	Ascomycetes	14.1456	35	GCA_001661255.1	-	LWUN01	46	6575	6421	2016/06/10	2016/09/09	Scaffold	DOE Joint Genome Institute	SAMN00138384
Homo sapiens	9606	PRJNA611384	611384	Animals	Mammals	2848.49	40.4	GCA_015150815.1	-	JADDFI01	14976	-	-	2020/10/30	2020/10/30	Scaffold	University of California, San Francisco	SAMN14253793
Exophiala dermatitidis	5970	PRJNA628510	628510	Fungi	Ascomycetes	24.8435	51.4	GCA_028026235.1	-	JAJJCB01	149	8908	8864	2023/01/26	2023/01/26	Scaffold	University of California, Riverside	SAMN15064420
Rotaria sp. Silwood1	2762511	PRJEB43238	705345	Protists	Other Protists	265.824	30.7	GCA_905332305.1	-	CAJOBU01	69095	46049	46049	2021/03/11	2021/03/11	Scaffold	IMPERIAL COLLEGE LONDON	SAMEA8117374
Kazachstania siamensis	382647	PRJNA429441	429441	Fungi	Ascomycetes	11.868	33	GCA_003708905.2	-	PPOL02	664	-	-	2018/10/31	2019/03/08	Scaffold	UW-Madison	SAMN08343266
Ennomos fuscantarius	722662	PRJEB42882	699827	Animals	Insects	444.926	37.0046	GCA_905220475.3	chromosome 1:HG992024.1; chromosome 2:HG992025.1; chromosome 3:HG992026.1; chromosome 4:HG992027.1; chromosome 5:HG992028.1; chromosome 6:HG992029.1; chromosome 7:HG992030.1; chromosome 8:HG992031.1; chromosome 9:HG992032.1; chromosome 10:HG992033.1; chromosome 11:HG992034.1; chromosome 12:HG992035.1; chromosome 13:HG992036.1; chromosome 14:HG992037.1; chromosome 15:HG992038.1; chromosome 16:HG992039.1; chromosome 17:HG992040.1; chromosome 18:HG992041.1; chromosome 19:HG992042.1; chromosome 20:HG992043.1; chromosome 21:HG992044.1; chromosome 22:HG992045.1; chromosome 23:HG992046.1; chromosome 24:HG992047.1; chromosome 25:HG992048.1; chromosome 26:HG992049.1; chromosome 27:HG992050.1; chromosome 28:HG992051.1; chromosome 29:HG992052.1; chromosome 30:HG992053.1; chromosome Z:HG992023.1; mitochondrion MT:HG992054.3	CAJMZZ03	37	-	-	2021/02/13	2022/10/12	Chromosome	WELLCOME SANGER INSTITUTE	SAMEA7520185
Eutypa lata	97096	PRJNA787025	787025	Fungi	Ascomycetes	55.1382	45.8	GCA_022660925.1	-	JAKUMB01	514	-	-	2022/03/21	2022/03/21	Contig	The Australian Wine Research Institute	SAMN23765757
Fusarium oxysporum	5507	PRJNA412392	412392	Fungi	Ascomycetes	55.176	48.8	GCA_011426355.1	-	WILF01	24937	-	-	2020/03/18	2020/03/18	Scaffold	Cook Lab - University of California at Davis	SAMN07711020
Colletotrichum chrysophilum	1836956	PRJNA926500	926500	Fungi	Ascomycetes	55.9666	53.2	GCA_026319265.1	-	JANUHP01	652	14530	14123	2022/11/23	2022/11/23	Contig	NCBI	SAMN29758414
Phytophthora ramorum	164328	PRJNA177509	177509	Protists	Other Protists	39.1434	54	GCA_001933345.1	-	MLJA01	4625	-	-	2017/01/04	2017/01/04	Scaffold	University of Exeter	SAMN05823577
Rhizophagus irregularis	588596	PRJNA748024	748024	Fungi	Other Fungi	147.209	27.8232	GCA_020716725.1	chromosome 1:CP080788.1; chromosome 2:CP080789.1; chromosome 3:CP080790.1; chromosome 4:CP080791.1; chromosome 5:CP080792.1; chromosome 6:CP080793.1; chromosome 7:CP080794.1; chromosome 8:CP080795.1; chromosome 9:CP080796.1; chromosome 10:CP080797.1; chromosome 11:CP080798.1; chromosome 12:CP080799.1; chromosome 13:CP080800.1; chromosome 14:CP080801.1; chromosome 15:CP080802.1; chromosome 16:CP080803.1; chromosome 17:CP080804.1; chromosome 18:CP080805.1; chromosome 19:CP080806.1; chromosome 20:CP080807.1; chromosome 21:CP080808.1; chromosome 22:CP080809.1; chromosome 23:CP080810.1; chromosome 24:CP080811.1; chromosome 25:CP080812.1; chromosome 26:CP080813.1; chromosome 27:CP080814.1; chromosome 28:CP080815.1; chromosome 29:CP080816.1; chromosome 30:CP080817.1; chromosome 31:CP080818.1; chromosome 32:CP080819.1; chromosome 33:CP080820.1	-	33	-	-	2021/11/02	2021/12/02	Chromosome	University of Ottawa	SAMN20669910
Aspergillus flavus	5059	PRJNA639008	639008	Fungi	Ascomycetes	37.9442	47.1	GCA_024676795.1	-	JANAYP01	499	-	-	2022/08/15	2022/08/15	Contig	University of Wisconsin Madison	SAMN15220931
Dictyostelium purpureum	5786	PRJNA493904	493904	Protists	Other Protists	32.3201	22.8	GCA_003640415.1	-	RBCH01	2210	-	-	2018/10/12	2018/10/12	Scaffold	Kyoto University	SAMN10145290
Aspergillus luchuensis	1069201	PRJDB7765	685348	Fungi	Ascomycetes	36.7696	48.8	GCA_016860445.1	-	BJBT01	134	-	-	2021/02/03	2021/07/10	Scaffold	Tokyo Institute of Technology	SAMD00154512
Equus caballus	9796	PRJNA353919	353919	Animals	Mammals	6.46249	37.6	GCA_002166905.2	-	MPVR02	764	-	-	2017/06/05	2019/12/02	Contig	Institute of Animal Breeding and Genetics - Vetmeduni Vienna	SAMN08391398
Fusarium equiseti	61235	PRJNA730356	730356	Fungi	Ascomycetes	40.7355	48.1	GCA_019055105.1	-	JAHKON01	131	-	-	2021/06/29	2021/06/29	Scaffold	University of Warmia and Mazury in Olsztyn	SAMN19113883
Ectropis grisescens	1530245	PRJNA660825	660825	Animals	Insects	784.887	37.4087	GCA_017562165.1	chromosome 1:CM029767.1; chromosome 2:CM029768.1; chromosome 3:CM029769.1; chromosome 4:CM029770.1; chromosome 5:CM029771.1; chromosome 6:CM029772.1; chromosome 7:CM029773.1; chromosome 8:CM029774.1; chromosome 9:CM029775.1; chromosome 10:CM029776.1; chromosome 11:CM029777.1; chromosome 12:CM029778.1; chromosome 13:CM029779.1; chromosome 14:CM029780.1; chromosome 15:CM029781.1; chromosome 16:CM029782.1; chromosome 17:CM029783.1; chromosome 18:CM029784.1; chromosome 19:CM029785.1; chromosome 20:CM029786.1; chromosome 21:CM029787.1; chromosome 22:CM029788.1; chromosome 23:CM029789.1; chromosome 24:CM029790.1; chromosome 25:CM029791.1; chromosome 26:CM029792.1; chromosome 27:CM029793.1; chromosome 28:CM029794.1; chromosome 29:CM029795.1; chromosome 30:CM029796.1; chromosome 31:CM029797.1	JADLOZ01	531	-	-	2021/03/22	2021/03/24	Chromosome	CAS Center for Excellence in Molecular Plant Sciences / Institute of Plant Physiology and Ecology	SAMN15962381
Canis lupus	9612	PRJEB43199	703915	Animals	Mammals	1446.59	41.3	GCA_905319845.1	-	CAJNRC01	5536	-	-	2021/03/05	2021/03/05	Scaffold	WELLCOME SANGER INSTITUTE	SAMEA7532739
Nowickia ferox	613196	PRJEB52074	840473	Animals	Insects	670.715	30.8543	GCA_936439885.1	chromosome 1:OW387023.1; chromosome 2:OW387024.1; chromosome 3:OW387025.1; chromosome 4:OW387026.1; chromosome 5:OW387027.1; chromosome X:OW387028.1; mitochondrion MT:OW387029.1	CAKZFG01	104	-	-	2022/04/05	2022/04/11	Chromosome	WELLCOME SANGER INSTITUTE	SAMEA7746479
Drosophila simulans	7240	PRJNA297806	297806	Animals	Insects	124.964	42.9614	GCA_000754195.3	chromosome 2L:CM002910.1; chromosome 2R:CM002911.1; chromosome 3L:CM002912.1; chromosome 3R:CM002913.1; chromosome 4:CM002916.1; chromosome X:CM002914.1	JPYS01	7619	15245	24119	2014/08/18	2015/07/21	Chromosome	NCBI	SAMN01086904
Junonia zonalis zonalis	2691561	PRJNA606954	606954	Animals	Insects	99.9471	34.2	GCA_018231545.1	-	DWCS01	295518	-	-	2021/05/03	2022/02/17	Contig	Florida Museum of Natural History	SAMN13641035
Phytophthora pseudosyringae	221518	PRJNA599564	599564	Protists	Other Protists	47.9213	54.7732	GCA_012295425.1	mitochondrion MT:CM022727.1	JAABLJ01	3628	-	-	2020/04/14	2020/08/19	Scaffold	Maynooth University	SAMN13759511
Vigna mungo var. mungo	157748	PRJNA644765	644765	Plants	Land Plants	475.451	33.6	GCA_019096145.1	-	JAHDYU01	1047	-	-	2021/07/02	2021/07/02	Scaffold	Bhabha Atomic Research Centre	SAMN15473271
Homo sapiens	9606	PRJNA611259	611259	Animals	Mammals	2855.82	40.2	GCA_015147445.1	-	JADDBN01	14626	-	-	2020/10/30	2020/10/30	Scaffold	University of California, San Francisco	SAMN14253743
Homo sapiens	9606	PRJNA604838	604838	Animals	Mammals	2880.31	40.9	GCA_012933715.1	-	JAAIVW01	268	-	-	2020/04/30	2020/04/30	Scaffold	PacBio	SAMN12568975
Coniochaeta pulveracea	177199	PRJNA473398	473398	Fungi	Ascomycetes	30.0207	51.4	GCA_003635345.1	-	QVQW01	852	9854	10035	2018/10/11	2018/10/11	Scaffold	Stellenbosch University	SAMN09381543
Aspergillus oryzae	5062	PRJDB7763	588985	Fungi	Ascomycetes	36.4718	47.4	GCA_009687185.1	-	BJAG01	148	-	-	2019/11/13	2019/11/13	Scaffold	Tokyo Institute of Technology	SAMD00154473
Phytophthora tubulina	1985166	PRJNA640137	640137	Protists	Other Protists	76.8397	50.6	GCA_014706135.1	-	JACBOY01	296	-	-	2020/09/23	2020/09/23	Contig	United States Department of Agriculture	SAMN15299832
Ogataea polymorpha	460523	PRJNA756329	756329	Fungi	Ascomycetes	8.92861	47.7	GCA_019207965.1	-	JAHLVM01	76	5436	5436	2021/07/13	2021/07/13	Scaffold	NCBI	SAMN18128827
Microcyclospora tardicrescens	766056	PRJNA374046	374046	Fungi	Ascomycetes	26.2034	52.3	GCA_003012245.1	-	PXOE01	1069	-	-	2018/03/20	2018/03/20	Scaffold	USDA, ARS, NCAUR	SAMN08649142
Spathaspora sp. JA1	2028339	PRJNA385175	385175	Fungi	Ascomycetes	14.4786	34.6	GCA_003676035.1	-	NSGQ01	180	5253	5253	2018/10/23	2018/10/23	Scaffold	Embrapa Agroenergia	SAMN06883265
Drosophila nikananu	73157	PRJNA554346	554346	Animals	Insects	190.505	41.9	GCA_008042635.1	-	VNJV01	20890	-	-	2019/08/21	2019/12/04	Scaffold	University of California, Berkeley	SAMN12263404
Homo sapiens	9606	PRJNA626916	626916	Animals	Mammals	2858.4	40.4	GCA_015112935.1	-	JADEDA01	14565	-	-	2020/10/29	2020/10/29	Scaffold	Academia Sinica	SAMN14178734
Rhinocypha anisoptera	2487776	PRJNA504960	504960	Animals	Insects	1551.48	38.3	GCA_011762765.2	-	WURS02	474427	-	-	2020/03/27	2022/11/30	Scaffold	IRIDIAN GENOMES	SAMN13087359
Homo sapiens	9606	PRJNA611329	611329	Animals	Mammals	2977.51	40.5	GCA_015146635.1	-	JADCZA01	14953	-	-	2020/10/30	2020/10/30	Scaffold	University of California, San Francisco	SAMN01036816
Parastagonospora nodorum	13684	PRJNA612761	612761	Fungi	Ascomycetes	36.6295	50.4	GCA_020574825.1	-	JAIRIB01	388	17273	17157	2021/10/25	2021/10/25	Scaffold	Curtin University of Technology	SAMN14380981
Fusarium oxysporum f. sp. fragariae	100903	PRJNA578477	578477	Fungi	Ascomycetes	53.2302	47.5	GCA_016165865.1	-	WILY01	2596	-	-	2020/12/21	2020/12/21	Scaffold	United States Department of Agriculture	SAMN13063993
Aspergillus luchuensis CBS 106.47	1137211	PRJNA207686	207686	Fungi	Ascomycetes	37.453	49.1	GCA_001890685.1	-	MRBP01	100	13784	13503	2016/12/07	2016/12/12	Scaffold	DOE Joint Genome Institute	SAMN00794414
Exbucklandia tonkinensis	96569	PRJNA489348	489348	Plants	Land Plants	126.426	35.4	GCA_026686915.1	-	VIGT01	303427	-	-	2022/12/06	2022/12/06	Contig	Sun Yat-sen University	SAMN09976384
Homo sapiens	9606	PRJNA626847	626847	Animals	Mammals	2864.81	40.3	GCA_015125915.1	-	JADEFR01	16919	-	-	2020/10/29	2020/10/29	Scaffold	Academia Sinica	SAMN14178769
Ustilago maydis 521	237631	PRJNA1446	1446	Fungi	Basidiomycetes	19.6644	54.0121	GCA_000328475.2	chromosome 1:NC_026478.1/CM003140.1; chromosome 2:NC_026479.1/CM003141.1; chromosome 3:NC_026480.1/CM003142.1; chromosome 4:NC_026481.1/CM003143.1; chromosome 5:NC_026482.1/CM003144.1; chromosome 6:NC_026483.1/CM003145.1; chromosome 7:NC_026484.1/CM003146.1; chromosome 8:NC_026485.1/CM003147.1; chromosome 9:NC_026486.1/CM003148.1; chromosome 10:NC_026487.1/CM003149.1; chromosome 11:NC_026488.1/CM003150.1; chromosome 12:NC_026489.1/CM003151.1; chromosome 13:NC_026490.1/CM003152.1; chromosome 14:NC_026491.1/CM003153.1; chromosome 15:NC_026492.1/CM003154.1; chromosome 16:NC_026493.1/CM003155.1; chromosome 17:NC_026494.1/CM003156.1; chromosome 18:NC_026495.1/CM003157.1; chromosome 19:NC_026496.1/CM003158.1; chromosome 20:NC_026497.1/CM003159.1; chromosome 21:NC_026498.1/CM003160.1; chromosome 22:NC_026499.1/CM003161.1; chromosome 23:NC_026500.1/CM003162.1	AACP02	27	6907	6780	2003/07/29	2015/02/18	Chromosome	Broad Institute	SAMN02900459
Radopholus similis	46012	PRJNA541590	541590	Animals	Roundworms	50.5492	47.1	GCA_013357305.1	-	VAHH01	5192	-	-	2020/06/16	2020/06/16	Scaffold	Oregon State University	SAMN11597879
Saccharomyces cerevisiae	4932	PRJEB57445	901847	Fungi	Ascomycetes	11.8219	36.6	GCA_947343815.1	-	CAMZRO01	17	-	-	2022/11/15	2022/11/16	Scaffold	Quadram Institute Bioscience	SAMEA112128629
Oryza rufipogon	4529	PRJEB29274	514645	Plants	Land Plants	0.439065	43.5	GCA_900609415.1	-	UXCE01	125	-	-	2019/01/10	2019/01/10	Contig	Huazhong Agricultural University	SAMEA1531214
Saccharomyces cerevisiae	4932	PRJNA396809	396809	Fungi	Ascomycetes	11.7812	38.2692	GCA_003275505.1	chromosome I:CM012861.1; chromosome II:CM012862.1; chromosome III:CM012863.1; chromosome IV:CM012864.1; chromosome V:CM012865.1; chromosome VI:CM012866.1; chromosome VII:CM012867.1; chromosome VIII:CM012868.1; chromosome IX:CM012869.1; chromosome X:CM012870.1; chromosome XI:CM012871.1; chromosome XII:CM012872.1; chromosome XIII:CM012873.1; chromosome XIV:CM012874.1; chromosome XV:CM012875.1; chromosome XVI:CM012876.1	NPWN01	79	-	-	2018/06/28	2019/01/14	Chromosome	Institute Of Microbiology Chinese Academy of Sciences	SAMN07436871
Capsicum annuum	4072	PRJNA223222	223222	Plants	Land Plants	2882.42	34.4	GCA_011745865.1	-	VYZZ01	44704	36854	36854	2020/03/25	2020/03/30	Scaffold	Seoul National University	SAMN12612367
